"","Country","Year","gdp","fertilityrate","netmigration","unemployment","primaryeducation","mortalityratefemale","mortalityratemale","labourforce","grossfixedcapital","secondaryeducation"
"10519","Poland",2011,524382678547.32,1.33,-12188,9.63000011444092,97.4815368652344,69.818,183.327,17220.65,107462197920.886,81.6829223632813
"10520","Pre-demographic dividend",2011,1230569458143.06,5.59582733586983,-212998,NA,98.1874465942383,294.72306054686,345.801459166719,NA,248578830887.876,NA
"10521","Puerto Rico",2011,100351700000,1.5965,-38794,15.6999998092651,89.7227096557617,64.672,168.999,NA,9605100000,80.1665115356445
"10522","Portugal",2011,245117990242.248,1.35,-24048,12.6800003051758,110.769920349121,49.213,118.471,5426.35,45151353642.8016,45.0074005126953
"10523","Paraguay",2011,33756238766.5,2.675,-20435,4.67000007629395,101.512718200684,126.444,200.115,NA,7071182686.05292,NA
"10524","West Bank and Gaza",2011,11186100000,4.274,-26662,17.6000003814697,93.1297302246094,95.543,148.312,NA,2357700000,54.2638702392578
"10525","Pacific island small states",2011,7737745797.25176,3.56624837451269,-23954,NA,110.668518066406,163.046491673856,230.681130714152,NA,1646442609.21174,NA
"10526","Post-demographic dividend",2011,45847253023209.9,1.64655163244252,3349598,7.97311109790614,101.614929199219,61.1329854336999,115.858773412649,NA,9521355107001.16,NA
"10527","French Polynesia",2011,6203936563.33402,2.066,-2521,NA,NA,35.395,61.428,NA,NA,NA
"10528","Qatar",2011,167775268626.374,2.04,82815,0.560000002384186,103.94051361084,52.221,63.084,NA,NA,52.5820198059082
"10529","Romania",2011,192614085153.841,1.47,-47867,7.17999982833862,99.601936340332,81.819,199.374,NA,51670963721.0523,88.2002182006836
"10530","Russian Federation",2011,2045925608274.37,1.582,295952,6.53999996185303,101.076232910156,129.735,346.714,75779.02,436225210415.795,NA
"10531","Rwanda",2011,6881379761.83833,4.357,-5358,NA,147.707580566406,235.275,310.016,NA,1411728841.84995,NA
"10532","South Asia",2011,2277344294977.84,2.74294061789081,-1412371,NA,105.85929107666,143.188893470429,220.317760490895,NA,724150990874.136,NA
"10533","Saudi Arabia",2011,671238840108.229,2.814,94083,NA,106.621383666992,80.702,99.763,NA,151678142400,NA
"10534","Sudan",2011,78403418360.459,4.96,-337194,17.4400005340576,69.47705078125,192.471,269.648,NA,17004425110.6278,NA
"10535","Senegal",2011,17814284622.1718,5.039,-43352,10.3599996566772,86.9881286621094,166.397,233.924,NA,3743856619.41489,10.8460102081299
"10536","Singapore",2011,279351168707.267,1.2,72396,3.89000010490417,87.5516052246094,40.452,71.801,NA,70577834313.8814,76.699592590332
"10537","Solomon Islands",2011,1063889652.2843,4.406,-1875,NA,115.626136779785,158.189,211.065,NA,159789564.602882,NA
"10538","Sierra Leone",2011,2942546781.04548,5.209,6895,NA,113.781051635742,285.973,312.996,NA,1222275467.52051,NA
"10539","El Salvador",2011,20283780000,2.224,-53440,4.30000019073486,114.162567138672,116.996,276.573,NA,3303730000,38.5569686889648
"10540","San Marino",2011,1813752783.96437,NA,1043,5.05999994277954,NA,NA,NA,NA,NA,NA
"10541","Serbia",2011,49258136128.9672,1.4,28,22.9699993133545,101.493446350098,81.356,162.107,NA,8623729432.97324,84.5857391357422
"10542","Sub-Saharan Africa (excluding high income)",2011,1643228942695,5.23356376847398,-882791,NA,98.7535629272461,301.200134452741,356.920803835544,NA,330161940537.624,NA
"10543","South Sudan",2011,14907308932.7534,5.286,194323,NA,90.0506820678711,313.522,371.245,NA,1414521311.47541,NA
"10544","Sub-Saharan Africa",2011,1644294423147.65,5.23324886206264,-882413,NA,98.7541885375977,301.175393206327,356.899009143659,NA,330380322101.946,NA
"10545","Small states",2011,474621923870.952,3.00469455299365,23252,NA,107.409927368164,210.160309191026,259.471548673603,NA,NA,NA
"10546","Sao Tome and Principe",2011,231489270.144529,4.716,-1641,NA,116.007369995117,229.826,310.826,NA,NA,NA
"10547","Suriname",2011,4422276621.78703,2.587,-1068,7.53999996185303,112.236312866211,154.877,262.864,NA,NA,NA
"10548","Slovak Republic",2011,99922685424.8835,1.45,-1855,13.6300001144409,100.30396270752,69.716,170.598,2680.3,23157418072.2082,NA
"10549","Slovenia",2011,51583869785.1849,1.56,390,8.19999980926514,99.8534088134766,51.367,111.445,1019.35,10288105525.0389,96.017951965332
"10550","Sweden",2011,574094112972.733,1.9,65397,7.80000019073486,100.42845916748,43.573,70.821,5017.475,131433018336.676,87.7039489746094
"10551","Eswatini",2011,4820499924.2539,3.299,-10654,NA,124.492233276367,599.807,699.434,NA,621646293.261352,NA
"10552","Sint Maarten (Dutch part)",2011,936089385.47486,2.03,0,NA,NA,NA,NA,NA,NA,NA
"10553","Seychelles",2011,1065826669.89742,2.33,378,4.1100001335144,110.468811035156,87.983,196.719,NA,373394717.712624,NA
"10554","Syrian Arab Republic",2011,67539427670.9958,3.283,-256835,NA,121.597320556641,86.242,158.045,NA,14609414912.0572,NA
"10555","Turks and Caicos Islands",2011,728789600,1.693,821,NA,NA,69.704,112.459,NA,NA,NA
"10556","Chad",2011,12172309522.6171,6.948,29255,NA,88.6454772949219,364.353,414.004,NA,3442373877.3972,NA
"10557","East Asia & Pacific (IDA & IBRD countries)",2011,9632925414241.57,1.8942946515723,-265974,3.87290043127953,102.260162353516,87.1949477728879,148.886278786771,NA,3883872614250.12,NA
"10558","Europe & Central Asia (IDA & IBRD countries)",2011,4450411792872.84,1.80161623821088,-23055,7.88162035519873,100.10888671875,104.92850036837,254.441084555004,NA,1016305622912.78,NA
"10559","Togo",2011,3872459249.74631,4.917,-1980,1.98000001907349,124.709121704102,294.974,305.95,NA,1077424951.50118,18.2707500457764
"10560","Thailand",2011,370819140946.553,1.597,66775,0.660000026226044,96.7558822631836,90.837,205.255,NA,95806202999.5048,NA
"10561","Tajikistan",2011,6522732202.50748,3.456,-30780,NA,100.800003051758,139.43,221.708,NA,1865038393.12828,NA
"10562","Turkmenistan",2011,29233333333.3333,2.892,-9636,NA,NA,124.332,240.82,NA,15181409122.807,NA
"10563","Latin America & the Caribbean (IDA & IBRD countries)",2011,5884712386379.31,2.18203967378097,-431889,6.59873243685055,110.302268981934,97.2505603792598,186.17680725425,NA,1231956561178.7,NA
"10564","Timor-Leste",2011,1042411479.45348,4.656,-309,NA,126.62425994873,179.993,226.472,NA,730783052.63117,NA
"10565","Middle East & North Africa (IDA & IBRD countries)",2011,1616502362940.49,2.9495134216244,-931183,11.7119423504186,103.670799255371,107.789671687125,176.747906269283,NA,410342464579.616,NA
"10566","Tonga",2011,414523388.461329,3.842,-2048,NA,110.117660522461,156.854,242.122,NA,117058948.747339,87.9980621337891
"10567","South Asia (IDA & IBRD)",2011,2277344294977.84,2.74294061789081,-1412371,NA,105.85929107666,143.188893470429,220.317760490895,NA,724150990874.136,NA
"10568","Sub-Saharan Africa (IDA & IBRD countries)",2011,1644294423147.65,5.23324886206264,-882413,NA,98.7541885375977,301.175393206327,356.899009143659,NA,330380322101.946,NA
"10569","Trinidad and Tobago",2011,25433011405.3017,1.713,-1410,3.4300000667572,NA,117.897,199.207,NA,NA,67.4887466430664
"10570","Tunisia",2011,48122744708.0551,2.191,11481,18.3299999237061,107.798751831055,70.068,131.615,NA,11121573305.8673,40.5071601867676
"10571","Turkiye",2011,838762755164.179,2.133,68855,8.80000019073486,101.049560546875,64.635,146.755,26422.82,232706738626.866,49.7481307983398
"10572","Tuvalu",2011,39195461.5781331,3.478,26,NA,NA,221.824,368.039,NA,NA,NA
"10573","Tanzania",2011,34657141720.6759,5.207,-84433,3.47000002861023,97.2078704833984,282.997,349.568,NA,12164493675.9732,NA
"10574","Uganda",2011,27871725205.5714,5.935,-173065,NA,114.31664276123,336.068,405.145,NA,7136387136.96962,NA
"10575","Ukraine",2011,169333048847.834,1.459,13301,7.84999990463257,100.632606506348,111.607,295.993,NA,31074853155.2789,NA
"10576","Upper middle income",2011,17647554043085.6,1.85252121926124,-632280,5.16417184863363,102.499252319336,86.8613280359846,165.744957060259,NA,5504979532264.2,NA
"10577","Uruguay",2011,47962439303.7247,2.008,-6982,6.30999994277954,113.254959106445,80.349,154.83,NA,9169731399.69556,51.2122192382813
"10578","United States",2011,15599728123000,1.8945,1322433,8.94999980926514,NA,77.926,132.138,153616.7,2.922919e+12,94.9027328491211
"10579","Uzbekistan",2011,60178909297.208,2.236,-20380,4.96000003814697,94.5381622314453,131.942,216.71,NA,12507805181.9024,NA
"10580","St. Vincent and the Grenadines",2011,713796370.37037,2.101,-1665,NA,105.921051025391,111.694,182.05,NA,NA,NA
"10581","Venezuela, RB",2011,316482190800.364,2.444,-54377,6.90000009536743,102.41886138916,94.581,218.844,NA,56114547128.9022,65.3771667480469
"10582","Virgin Islands (U.S.)",2011,4.223e+09,2.16,-1018,NA,NA,73.411,192.962,NA,NA,NA
"10583","Vietnam",2011,172595034069.162,1.902,-4378,1,107.193717956543,79.307,191.475,NA,52761282316.9468,NA
"10584","Vanuatu",2011,770153304.153832,4.151,-934,NA,122.81282043457,138.779,203.17,NA,207255681.284733,NA
"10585","World",2011,73857648457527.1,2.53405342157587,0,5.84641871218562,103.07788848877,121.392038150253,191.240895816645,NA,17664488481675.6,NA
"10586","Samoa",2011,744104842.087627,4.639,-3246,5.67999982833862,107.809509277344,109.106,177.119,NA,NA,NA
"10587","Kosovo",2011,6341737193.76392,1.992,-3033,NA,NA,59.123,110.313,NA,1975968819.59911,NA
"10588","Yemen, Rep.",2011,32726417878.391,4.744,-21770,NA,95.7229080200195,141.619,202.989,NA,NA,NA
"10589","South Africa",2011,458201514136.977,2.436,65295,21.4200000762939,103.418388366699,346.302,457.707,NA,81602799259.0654,73.1274108886719
"10590","Zambia",2011,23459515275.5776,5.271,13605,NA,108.068511962891,342.386,413.363,NA,6739893430.98731,NA
"10591","Zimbabwe",2011,14101920310,4.096,-133434,5.36999988555908,NA,453.425,544.86,NA,2063775100,NA
"10592","Aruba",2012,2615083798.88268,2.028,229,NA,104.087127685547,64.378,139.318,NA,NA,NA
"10593","Africa Eastern and Southern",2012,972573424415.211,4.87901791576055,-285231,NA,103.358329772949,278.059818526015,352.27225616659,NA,213097109228.867,NA
"10594","Afghanistan",2012,20203572959.5023,5.83,105905,1.69000005722046,103.492393493652,220.219,277.057,NA,NA,NA
"10595","Africa Western and Central",2012,736039861278.13,5.58089235673762,-435876,NA,93.7699203491211,313.77869892198,345.971253251532,NA,130685378270.249,NA
"10596","Angola",2012,124998210652.243,6.039,96056,NA,NA,247.851,337.853,NA,33350569385.7936,NA
"10597","Albania",2012,12319830437.3467,1.692,-19946,13.3800001144409,97.5851287841797,49.876,93.879,NA,3263360084.00487,87.2148971557617
"10598","Andorra",2012,3188808942.56713,NA,33,NA,NA,NA,NA,NA,NA,NA
"10599","Arab World",2012,2787171487379.26,3.51281506037167,-66311,NA,97.5134735107422,122.672733769581,181.886515000287,NA,599657057232.028,NA
"10600","United Arab Emirates",2012,384610125384.033,1.666,-16401,NA,99.9434432983398,55.17,80.672,NA,77961722260.0408,NA
"10601","Argentina",2012,545982375701.128,2.33,3127,7.21999979019165,114.227172851563,79.569,148.625,NA,86579294008.072,NA
"10602","Armenia",2012,10619320048.5857,1.6,-28731,17.2999992370605,98.9177398681641,75.87,194.311,NA,2506035881.76143,NA
"10603","American Samoa",2012,6.4e+08,NA,-1538,NA,NA,NA,NA,NA,NA,NA
"10604","Antigua and Barbuda",2012,1199948148.14815,1.655,203,NA,108.030181884766,77.028,132.069,NA,265555555.555556,NA
"10605","Australia",2012,1546892142709.84,1.92,235719,5.21999979019165,105.984451293945,44.403,75.68,11976.25,424103938956.486,94.4489364624023
"10606","Austria",2012,409401816050.531,1.44,44891,4.90999984741211,100.599060058594,46.708,91.335,4293.3,92726615987.086,NA
"10607","Azerbaijan",2012,69683935845.2139,2,1988,5.19000005722046,97.9553070068359,98.629,206.836,NA,15647657841.1405,95.5698623657227
"10608","Burundi",2012,2333341374.89657,5.991,22613,NA,139.170425415039,281.386,329.066,NA,346225068.381017,NA
"10609","Belgium",2012,496152879924.727,1.8,56227,7.53999996185303,102.256050109863,57.054,99.119,4892.925,113926065901.172,80.2901916503906
"10610","Benin",2012,11141358105.9853,5.347,1267,NA,127.215148925781,257.668,289.894,NA,1805348964.79892,NA
"10611","Burkina Faso",2012,12561016091.4673,5.793,-20961,NA,84.0926132202148,244.882,310.083,NA,2782899851.59325,NA
"10612","Bangladesh",2012,133355749482.478,2.209,-242022,NA,NA,118.525,182.932,NA,37689448672.3874,36.0457382202148
"10613","Bulgaria",2012,54300857424.4415,1.5,-13770,12.2700004577637,100.329170227051,82.257,187.916,NA,11469239159.0013,94.3036804199219
"10614","Bahrain",2012,30749308510.6383,2.161,11754,1.20000004768372,95.3428497314453,56.802,67.232,NA,8252287234.04255,NA
"10615","Bahamas, The",2012,10720500000,1.744,1048,14.0200004577637,NA,139.158,238.184,NA,3249300000,NA
"10616","Bosnia and Herzegovina",2012,17226849165.6813,1.29,-66436,28.0100002288818,NA,51.956,114.47,NA,3766911049.79635,NA
"10617","Belarus",2012,65685102554.8759,1.62,9425,0.5,99.8144302368164,97.548,287.27,NA,21949406261.2451,NA
"10618","Belize",2012,1.903e+09,2.555,1529,NA,113.784469604492,112.91,203.065,NA,247500000,NA
"10619","Bermuda",2012,6378188000,1.6,-243,8.4399995803833,97.2100524902344,NA,NA,NA,702521000,NA
"10620","Bolivia",2012,27084497481.9103,3.076,-11688,2.0699999332428,98.2817611694336,153.642,242.257,NA,4973493024.60203,51.923828125
"10621","Brazil",2012,2465188674415.03,1.767,43451,7.25,104.7822265625,91.547,190.624,24253.33,510706057191.132,54.6340217590332
"10622","Barbados",2012,4610096000,1.645,-64,11.5900001525879,NA,92.618,134.528,NA,736175400,NA
"10623","Brunei Darussalam",2012,19047940300.8963,1.973,-342,NA,105.934387207031,101.829,146.071,NA,6241197183.09859,NA
"10624","Bhutan",2012,1781281281.57912,2.138,-725,2.04999995231628,111.901031494141,139.815,182.983,NA,1236116954.62921,9.59809970855713
"10625","Botswana",2012,13907510005.8897,2.981,488,NA,105.080848693848,317.474,406.493,NA,4376113696.74759,NA
"10626","Central African Republic",2012,2510126699.05356,6.006,-112033,NA,87.8093566894531,430.486,474.801,NA,270330617.798664,NA
"10627","Canada",2012,1828366481521.6,1.62,245309,7.28999996185303,99.5182800292969,52.44,82.45,18737.41,447843495449.785,NA
"10628","Central Europe and the Baltics",2012,1359030050594.38,1.41605412076916,-69859,9.97999959327835,99.6729278564453,73.2204576533159,179.213254139286,NA,296715712722.408,NA
"10629","Switzerland",2012,686420221557.99,1.52,67464,4.48999977111816,103.153717041016,39.904,66.999,4555.425,180315063839.058,96.2765808105469
"10630","Chile",2012,267175872540.066,1.798,30925,6.6399998664856,103.248069763184,61.798,112.095,8428.433,71476659210.7043,NA
"10631","China",2012,8532229986993.65,1.798,-124641,4.09999990463257,99.7910995483398,65.718,124.407,NA,3775497434146.03,NA
"10632","Cote d'Ivoire",2012,36302305578.2487,4.974,-144173,7.21999979019165,82.7346420288086,374.101,383.756,NA,6212149105.00566,NA
"10633","Cameroon",2012,30155064574.0734,4.989,-7529,NA,111.666191101074,304.131,347.23,NA,5487213963.67061,NA
"10634","Congo, Dem. Rep.",2012,29306235826.3885,6.559,-25257,4.48999977111816,105.491050720215,273.24,323.133,NA,4175542695.39171,NA
"10635","Congo, Rep.",2012,17692912613.1633,4.75,-26640,10,106.640060424805,283.037,305.779,NA,6750107676.66563,NA
"10636","Colombia",2012,370921317942.564,1.93,-55913,9.73999977111816,114.960052490234,75.593,155.564,22365.26,78357905449.8014,46.4117393493652
"10637","Comoros",2012,1015843368.79008,4.641,-1970,NA,NA,218.196,282.022,NA,169605813.056762,NA
"10638","Cabo Verde",2012,1741809808.96442,2.282,-1625,NA,107.907577514648,79.451,182.879,NA,612199417.277772,NA
"10639","Costa Rica",2012,47231651862.8399,1.876,3983,9.10999965667725,114.669548034668,56.209,108.638,2214.075,9459959492.06753,50.8156814575195
"10640","Caribbean small states",2012,73852722208.2216,1.90785383142894,-19619,8.29248347425937,100.382278442383,124.146401128472,190.317213154381,NA,NA,NA
"10641","Cuba",2012,7.3141e+10,1.681,-17531,3.46000003814697,100.827011108398,77.016,127.807,NA,5.677e+09,81.1480712890625
"10642","Curacao",2012,3024525139.6648,2.2,1470,NA,143.982238769531,69.703,139.797,NA,813519553.072626,NA
"10643","Cayman Islands",2012,4291159006.36025,NA,897,6.21000003814697,91.8469619750977,NA,NA,NA,NA,NA
"10644","Cyprus",2012,25048659899.7816,1.386,4789,12.1000003814697,100.175346374512,49.688,83.245,NA,3872974431.45317,78.7048034667969
"10645","Czechia",2012,208857719320.649,1.45,10308,6.98000001907349,99.3676834106445,58.327,125.75,5256.8,54627506065.6366,99.8166580200195
"10646","Germany",2012,3527143188785.16,1.41,317082,5.38000011444092,101.614196777344,51.099,95.548,41350.35,716754049899.609,96.7308578491211
"10647","Djibouti",2012,1353632941.5207,3.237,2104,NA,69.4196472167969,237.096,308.916,NA,NA,NA
"10648","Dominica",2012,485996296.296296,NA,158,NA,114.029678344727,NA,NA,NA,NA,NA
"10649","Denmark",2012,327148943812.137,1.73,19732,7.80000019073486,101.356559753418,57.616,92.572,2868.5,61431050286.6426,99.6436004638672
"10650","Dominican Republic",2012,60681537195.7996,2.485,-30615,6.71999979019165,107.95629119873,105.459,198.685,NA,14612141540.1205,54.3784599304199
"10651","Algeria",2012,209058991952.125,2.956,-35119,10.9700002670288,118.07958984375,84.511,116.076,NA,64388309946.3475,NA
"10652","East Asia & Pacific (excluding high income)",2012,10759166957139,1.98229442547982,-261555,3.80030388832387,102.915031433105,86.0980836235874,147.855495548042,NA,4415061501691.37,NA
"10653","Early-demographic dividend",2012,10156314631806,2.72164823334158,-3915894,5.00712823407666,106.993209838867,141.615031549953,213.65484047551,NA,2594499424394.87,NA
"10654","East Asia & Pacific",2012,21172191176755,1.92992060004924,526680,3.83224436168876,102.787078857422,81.3477208536675,141.462066578324,NA,7020110198145.3,NA
"10655","Europe & Central Asia (excluding high income)",2012,3914702336570.67,1.92712396045399,331662,7.05608975262598,100.088256835938,105.840206794551,255.784916965315,NA,903437195646.793,NA
"10656","Europe & Central Asia",2012,22449773808807.2,1.74228764671985,1315534,8.94772895521906,101.618041992188,76.5267502997127,171.261442831019,NA,4597576672987.63,NA
"10657","Ecuador",2012,87924544000,2.517,-7832,3.23000001907349,112.277618408203,88.532,154.901,NA,23707838000,46.8274002075195
"10658","Egypt, Arab Rep.",2012,279116666666.667,3.335,-2118,12.6000003814697,104.779739379883,121.632,213.631,NA,41016666666.6667,NA
"10659","Euro area",2012,12638778989120.2,1.5543769890684,529516,11.3800444494354,102.777290344238,48.225816425689,95.5839501677788,NA,2543468404905.08,NA
"10660","Spain",2012,1324750738725,1.32,-144619,24.7900009155273,105.240180969238,39.432,83.203,23443.15,245443458297.656,69.8730163574219
"10661","Estonia",2012,23019150071.1867,1.56,-3646,10.0200004577637,100.954490661621,67.859,198.315,683.4,6608816740.52578,NA
"10662","Ethiopia",2012,43310721414.0829,4.883,119512,NA,94.2650604248047,225.847,292.922,NA,16067394957.9832,NA
"10663","European Union",2012,14642123679507.8,1.53326479612932,587283,10.8798825258394,102.760856628418,53.5717133832359,112.345627957036,NA,2977643867472.57,NA
"10664","Fragile and conflict affected situations",2012,1885585208261.15,4.78672438879515,-476685,NA,96.267463684082,240.980887361856,311.88107952265,NA,352684648794.65,NA
"10665","Finland",2012,258290060227.734,1.8,17620,7.69000005722046,100.340980529785,50.735,107.947,2690.075,59607770431.6406,NA
"10666","Fiji",2012,3972012570.53467,2.666,-10945,9,106.617286682129,188.096,256.419,NA,592882283.926476,NA
"10667","France",2012,2683671716967.19,2.01,49080,9.84000015258789,102.523162841797,51.592,109.097,28481.6,602702074708.594,80.487663269043
"10668","Faroe Islands",2012,2427190332.32628,2.6,-149,3.02999997138977,NA,NA,NA,NA,NA,NA
"10669","Micronesia, Fed. Sts.",2012,327248700,3.13,-1633,NA,NA,91.086,177.32,NA,NA,NA
"10670","Gabon",2012,17170465294.0332,4.086,19971,NA,NA,210.002,286.151,NA,4762620419.33475,NA
"10671","United Kingdom",2012,2706340967030.68,1.92,272601,7.88000011444092,106.246078491211,54.362,83.932,32264,426045782931.266,99.8083190917969
"10672","Georgia",2012,16488403076.3641,1.938,-26510,19.6499996185303,106.305541992188,80.636,240.062,NA,3646399806.21329,95.5943069458008
"10673","Ghana",2012,41270954737.2459,4.183,1008,NA,106.687911987305,233.063,292.002,NA,6648713408.95392,NA
"10674","Guinea",2012,7638045254.42864,5.195,-32842,NA,89.2085266113281,266.057,309.744,NA,1918507353.40072,NA
"10675","Gambia, The",2012,1415006238.09509,5.586,-2342,9.42000007629395,81.2006072998047,237.485,275.341,NA,295413238.72794,NA
"10676","Guinea-Bissau",2012,989271229.637162,5.003,-1442,NA,NA,277.264,358.19,NA,58219270.0393669,NA
"10677","Equatorial Guinea",2012,22388345810.2466,5.04,17859,NA,69.1443099975586,256.379,316.112,NA,10423912113.1205,NA
"10678","Greece",2012,242029307133.408,1.34,-30036,24.7299995422363,99.1641235351563,40.991,101.511,4890.1,27905084474.5582,NA
"10679","Grenada",2012,799882259.259259,2.194,-204,NA,NA,103.343,170.93,NA,NA,NA
"10680","Greenland",2012,2609667673.71601,2.019,-457,9.80000019073486,NA,NA,NA,NA,983116098.403107,NA
"10681","Guatemala",2012,49593961141.7484,3.219,-32572,2.75999999046326,108.877082824707,130.396,236.832,NA,7452447291.15605,24.1801605224609
"10682","Guam",2012,5.265e+09,3.115,-1850,12.1999998092651,NA,93.556,195.783,NA,NA,NA
"10683","Guyana",2012,4063089191.87525,2.606,-7152,NA,97.811637878418,185.964,305.093,NA,NA,NA
"10684","High income",2012,49429396798990.5,1.69198121977097,3968087,8.07009440298098,101.867416381836,57.9330962737629,107.409439709779,NA,10451396503486.7,NA
"10685","Hong Kong SAR, China",2012,262629441493.476,1.285,36188,3.28999996185303,103.92066192627,33.109,67.389,NA,66707622092.7234,NA
"10686","Honduras",2012,18528601901.324,2.774,-5896,3.75,96.5267486572266,118.592,177.192,NA,4515608495.4518,27.06077003479
"10687","Heavily indebted poor countries (HIPC)",2012,605164495080.951,5.25219871547148,-927382,NA,100.656158447266,255.040764431549,315.234420598469,NA,143607613986.304,NA
"10688","Croatia",2012,57369359295.2829,1.52,-10440,15.9300003051758,96.3791198730469,53.735,133.857,NA,11079769589.736,NA
"10689","Haiti",2012,13708926466.2732,3.302,-29679,14.1000003814697,NA,205.747,289.88,NA,2400316045.42765,NA
"10690","Hungary",2012,128814279315.132,1.34,16048,11,99.6979293823242,89.303,195.724,4300.375,24667544285.0532,98.2855682373047
"10691","IBRD only",2012,25290323829653.3,2.19102319935523,435416,4.86918150136846,105.93595123291,106.079745217214,183.890502892941,NA,7853536273024.66,NA
"10692","IDA & IBRD total",2012,27090757005571.4,2.69315192459921,-3929930,4.80179669353484,103.913528442383,131.450241911543,205.307778150119,NA,8219281949401.69,NA
"10693","IDA total",2012,1800315003643.76,4.40397494406171,-4365346,NA,99.9903717041016,225.781256913914,287.794391835296,NA,356078032576.562,NA
"10694","IDA blend",2012,909022432603.348,4.58729552876819,-1747481,NA,92.3710784912109,250.220932054104,301.413165170251,NA,142433166977.078,NA
"10695","Indonesia",2012,917869910105.749,2.49,-38499,4.46999979019165,109.273422241211,160.869,205.062,NA,300323620707.399,NA
"10696","IDA only",2012,891298681273.921,4.31154908419534,-2617865,NA,103.591743469238,213.470582093842,280.6300602888,NA,215326675305.323,NA
"10697","Isle of Man",2012,6690725118.48341,1.885,-244,NA,NA,57.758,94.566,NA,NA,NA
"10698","India",2012,1827637859506.25,2.467,-180991,3.22000002861023,109.761299133301,142.342,219.76,NA,611106070670.164,NA
"10699","Ireland",2012,225628699652.993,1.98,-22002,15.4499998092651,102.118339538574,51.094,83.667,2224.05,44174517601.152,NA
"10700","Iran, Islamic Rep.",2012,644035510447.901,1.886,19635,12.2700004577637,101.461059570313,79.85,145.04,NA,193558209655.957,64.7064666748047
"10701","Iraq",2012,218002481737.691,4.477,767449,7.96000003814697,NA,154.341,238.095,NA,32705557999.9532,NA
"10702","Iceland",2012,14751508133.5443,2.04,-304,6,98.2153015136719,34.35,66.886,178.625,2357721490.2282,NA
"10703","Israel",2012,262282344091.849,3.05,9909,6.8600001335144,106.814147949219,40.475,75.427,3606.025,60747744017.3191,86.1581115722656
"10704","Italy",2012,2086957656821.6,1.43,249033,10.6499996185303,101.291938781738,39.701,70.628,25256.32,382102318001.25,75.682258605957
"10705","Jamaica",2012,14807086889.2099,1.696,-11494,8.6899995803833,NA,112.96,146.852,NA,2908096694.30241,NA
"10706","Jordan",2012,31634561670.4356,3.559,-146181,12.1999998092651,76.4864120483398,84.048,125.77,NA,6701690140.84507,NA
"10707","Japan",2012,6272362996105.03,1.41,137344,4.3600001335144,NA,39.807,76.983,65651.66,1491169581351.21,NA
"10708","Kazakhstan",2012,207998568865.789,2.62,9046,5.28999996185303,110.398460388184,124.325,303.129,NA,47430238913.572,NA
"10709","Kenya",2012,56396706005.9435,4.088,-42929,NA,109.41773223877,320.564,394.737,NA,12173250553.6522,NA
"10710","Kyrgyz Republic",2012,6605139933.41063,3.2,-41524,8.43000030517578,103.101303100586,120.953,276.98,NA,2073446159.41027,NA
"10711","Cambodia",2012,14054443213.4639,2.664,-43999,1.27999997138977,118.888397216797,150.124,211.76,NA,2440029997.09893,NA
"10712","Kiribati",2012,189630151.170015,3.774,-949,NA,113.707046508789,184.268,232.819,NA,47193518.3267757,NA
"10713","St. Kitts and Nevis",2012,826231629.62963,NA,-191,NA,110.599426269531,NA,NA,NA,NA,NA
"10714","Korea, Rep.",2012,1278427634342.59,1.297,275552,2.80999994277954,100.330307006836,31.949,86.912,25780.84,377829412000.737,NA
"10715","Kuwait",2012,174070382279.385,2.168,191164,NA,104.982902526855,43.105,72.509,NA,NA,56.0329704284668
"10716","Latin America & Caribbean (excluding high income)",2012,5248290385965.63,2.13624996537309,-423521,6.36094584003905,109.600158691406,96.0728263144069,183.129337125584,NA,1090014541109.82,NA
"10717","Lao PDR",2012,10192848926.2582,2.953,-26451,NA,120.750122070313,176.96,234.362,NA,3313109634.97523,NA
"10718","Lebanon",2012,44016799515.8209,2.169,124428,NA,NA,58.128,81.676,NA,11134986139.7015,NA
"10719","Liberia",2012,2791614000,4.881,-25708,NA,NA,260.38,297.508,NA,NA,NA
"10720","Libya",2012,92538004279.9398,2.68,5211,19.0300006866455,NA,119.909,188.493,NA,14747008005.0725,NA
"10721","St. Lucia",2012,1605146777.77778,1.508,11,19.0599994659424,92.8068771362305,99.173,169.472,NA,NA,NA
"10722","Latin America & Caribbean",2012,6152225420897.36,2.13773912889963,-488483,6.40245692396567,108.897430419922,94.5110102628309,182.250802700633,NA,1289208038052.39,NA
"10723","Least developed countries: UN classification",2012,837764659371.877,4.43087405980086,-1251611,NA,104.179588317871,216.067753829222,281.709503602416,NA,216105934709.172,NA
"10724","Low income",2012,437324396482.855,5.22430069717152,-1484513,NA,100.051963806152,240.676147956316,306.042233164351,NA,100321101115.173,NA
"10725","Liechtenstein",2012,5456009384.66461,1.51,187,NA,103.828002929688,NA,NA,NA,NA,NA
"10726","Sri Lanka",2012,70447191495.6812,2.196,-97095,3.88000011444092,99.9539108276367,79.382,190.533,NA,NA,NA
"10727","Lower middle income",2012,6339638898015.04,2.91668933222198,-3253137,4.29714499938068,105.848320007324,157.465690766944,227.877126669163,NA,1744331358605.19,NA
"10728","Low & middle income",2012,25690060994892,2.70580259754979,-3909226,4.72508820199724,103.913551330566,132.356907623989,205.505590063203,NA,7893039976294.11,NA
"10729","Lesotho",2012,2477702252.80078,3.305,-6827,NA,121.289253234863,571.616,684.938,NA,890669897.710667,NA
