"","Country","Year","gdp","fertilityrate","netmigration","unemployment","primaryeducation","mortalityratefemale","mortalityratemale","labourforce","grossfixedcapital","secondaryeducation"
"823","Venezuela, RB",1965,8427777777.77778,5.977,1668,NA,NA,222.427,304.502,NA,1840755555.55556,NA
"824","World",1965,1993905211837.65,5.10099986220128,0,NA,NA,256.827054017288,337.656459780114,NA,NA,NA
"825","South Africa",1965,13068994777.8911,5.967,80687,NA,NA,297.05,399.317,NA,2881198848.73056,NA
"826","Zambia",1965,1082857142.85714,7.291,-5370,NA,NA,307.795,350.109,NA,NA,NA
"827","Zimbabwe",1965,1311435800,7.258,-10889,NA,NA,286.363,355.01,NA,154072400,NA
"828","Africa Eastern and Southern",1966,32239462540.9567,6.81057132105822,-12060,NA,NA,372.02864801496,449.731975033038,NA,NA,NA
"829","Afghanistan",1966,1399999966.66667,7.32,3563,NA,NA,514.339,565.571,NA,NA,NA
"830","Africa Western and Central",1966,15832591204.0611,6.56496650071741,-21743,NA,NA,415.148912052512,462.677374839889,NA,NA,NA
"831","Argentina",1966,28630474727.9023,3.048,35529,NA,NA,150.516,262.958,NA,5881428621.0885,NA
"832","Australia",1966,27306529286.5942,2.881,110228,NA,NA,119.568,206.009,4891.618,8811737036.62224,NA
"833","Austria",1966,10887682273.1014,2.66,19045,NA,NA,108.337,201.344,3136,NA,NA
"834","Burundi",1966,165444571.428571,7.135,5261,NA,NA,376.194,433.635,NA,11196571.4285714,NA
"835","Belgium",1966,18651883472.4808,2.52,17299,NA,NA,107.567,196.076,3702,NA,NA
"836","Benin",1966,302925280.773564,6.638,-4767,NA,NA,411.074,442.74,NA,NA,NA
"837","Burkina Faso",1966,433889831.584706,6.527,-27388,NA,NA,397.858,457.131,NA,NA,NA
"838","Bangladesh",1966,6439687598.32325,6.824,3756,NA,NA,323.367,280.366,NA,NA,NA
"839","Bahamas, The",1966,3.4e+08,4.438,2820,NA,NA,218.841,329.505,NA,NA,NA
"840","Belize",1966,44405594.4055944,6.379,132,NA,NA,202.995,257.512,NA,NA,NA
"841","Bermuda",1966,134173373.785653,NA,501,NA,NA,NA,NA,NA,NA,NA
"842","Bolivia",1966,669191919.191919,6.168,-4507,NA,NA,306.674,393.598,NA,NA,NA
"843","Brazil",1966,28283323733.1114,5.529,-6967,NA,NA,255.488,328.416,NA,NA,NA
"844","Brunei Darussalam",1966,132758395.400497,6.156,1694,NA,NA,276.988,265.504,NA,NA,NA
"845","Botswana",1966,51464435.1464435,6.692,-14483,NA,NA,307.319,421.376,NA,11924686.1924686,NA
"846","Central African Republic",1966,157930041.875883,5.983,485,NA,NA,421.887,481.764,NA,NA,NA
"847","Canada",1966,61088384036.6515,2.749,135984,NA,NA,104.174,193.593,7493.5,15411434154.7074,NA
"848","Switzerland",1966,16480058704.8531,2.5,15252,NA,NA,90.661,171.012,NA,NA,NA
"849","Chile",1966,7072641025.64103,4.259,-37355,NA,NA,199.894,303.805,NA,1040932672.10256,NA
"850","China",1966,76720285969.6157,6.307,-73698,NA,NA,287.47,376.496,NA,16743569701.0318,NA
"851","Cote d'Ivoire",1966,1024103034.29198,7.868,40132,NA,NA,405.222,429.891,NA,201075830.028199,NA
"852","Cameroon",1966,851112662.733069,6.004,-109,NA,NA,367.384,411.14,NA,NA,NA
"853","Congo, Dem. Rep.",1966,4532660181.81818,6.237,54443,NA,NA,406.717,449.267,NA,NA,NA
"854","Congo, Rep.",1966,220613582.369827,6.267,0,NA,NA,307.467,430,NA,NA,NA
"855","Colombia",1966,5428518518.51852,6.159,-61249,NA,NA,218.675,264.721,NA,812740740.740741,NA
"856","Costa Rica",1966,647305630.188679,5.697,1563,NA,NA,173.551,218.707,NA,111079245.283019,NA
"857","Caribbean small states",1966,2888647977.98333,5.37752221094173,-52475,NA,NA,202.914897611481,267.734133137183,NA,NA,NA
"858","Denmark",1966,11931739858.7046,2.62,2089,NA,NA,101.496,156.491,NA,2930636363.28614,NA
"859","Dominican Republic",1966,983900000,6.949,-10478,NA,NA,246.554,327.532,NA,141200000,NA
"860","Algeria",1966,3039834558.74906,7.672,-31076,NA,NA,429.427,470.159,NA,NA,NA
"861","East Asia & Pacific (excluding high income)",1966,104077456326.021,6.15847322182531,-431704,NA,NA,291.063049517633,379.210773434315,NA,20343966952.1546,NA
"862","Early-demographic dividend",1966,213170163779.563,6.11165233821767,-581746,NA,NA,338.620885042621,371.590150188066,NA,NA,NA
"863","East Asia & Pacific",1966,252105603041.088,5.57167270123668,-181729,NA,NA,267.39532799147,355.943780686786,NA,89831479873.734,NA
"864","Europe & Central Asia",1966,739419045798.97,2.71647912267623,363733,NA,NA,115.973419662302,219.648455252765,NA,NA,NA
"865","Ecuador",1966,2429309513.80854,6.507,-1251,NA,NA,254.619,306.385,NA,273868281.49942,NA
"866","Egypt, Arab Rep.",1966,5278005611.91453,6.433,-25834,NA,NA,189.58,320.845,NA,814590977.768185,NA
"867","Euro area",1966,444882753309.621,2.66466407215676,121559,NA,NA,102.415759300891,190.121683679628,NA,NA,NA
"868","Spain",1966,28721062242.1634,2.91,-32459,NA,NA,99.058,168.584,12191,NA,NA
"869","Finland",1966,9208524504.87684,2.41,-11903,NA,NA,107.736,256.956,2181,NA,NA
"870","Fiji",1966,150603925.515853,5.447,-1592,NA,NA,243.932,326.776,NA,NA,NA
"871","France",1966,110045852177.928,2.8,197365,NA,NA,105.889,212.846,19975,28771677117.2461,NA
"872","Gabon",1966,245849781.713541,4.861,0,NA,NA,318.146,373.328,NA,NA,NA
"873","United Kingdom",1966,108572752102.045,2.78,-26429,NA,NA,108.542,184.217,25215,NA,NA
"874","Ghana",1966,2126050420.16807,6.875,-38136,NA,NA,327.486,404.51,NA,NA,NA
"875","Gambia, The",1966,44212353.6988296,6.183,2282,NA,NA,418.091,465.198,NA,NA,NA
"876","Equatorial Guinea",1966,69110000,5.756,931,NA,NA,378.711,435.683,NA,NA,NA
"877","Greece",1966,8591517943.60129,2.32,-82982,NA,NA,96.541,157.914,NA,2148812572.94513,NA
"878","Guatemala",1966,1390700000,6.799,-4300,NA,NA,353.452,406.842,NA,167300000,NA
"879","Guyana",1966,228705882.352941,5.86,-6961,NA,NA,281.749,366.486,NA,50764705.8823529,NA
"880","High income",1966,1711719985102.08,2.66553087288405,867023,NA,NA,119.804164349238,209.479561139014,NA,NA,NA
"881","Hong Kong SAR, China",1966,2489845016.64894,4.459,7379,NA,NA,129.761,233.06,NA,669618730.49633,NA
"882","Honduras",1966,549950000,7.384,-7649,NA,NA,290.595,358.474,NA,79750000,NA
"883","Heavily indebted poor countries (HIPC)",1966,26542341884.5264,6.81207487253693,-26859,NA,NA,392.232186606994,455.902295834267,NA,NA,NA
"884","Haiti",1966,368948600,6.071,-17708,NA,NA,319.44,391.359,NA,NA,NA
"885","IBRD only",1966,441403351197.818,5.51295948768789,-752646,NA,NA,277.205355827758,355.075885082759,NA,88424459003.929,NA
"886","IDA & IBRD total",1966,498994122905.376,5.7186534238464,-851247,NA,NA,292.289047674218,363.257873110753,NA,121073777421.13,NA
"887","IDA total",1966,56176330910.6586,6.71571959421884,-98601,NA,NA,368.812622420331,404.21208381748,NA,NA,NA
"888","IDA blend",1966,18833569941.5534,6.67095717746028,-79379,NA,NA,359.193231262724,374.252053716867,NA,NA,NA
"889","IDA only",1966,38464317856.6379,6.73564674179178,-19222,NA,NA,373.071817328957,418.319867723677,NA,NA,NA
"890","India",1966,45865462034.2857,5.881,-144807,NA,NA,393.749,398.392,NA,7674279661.08,NA
"891","Ireland",1966,3104034393.23162,3.94,-11943,NA,NA,126.467,179.381,1124.1,NA,NA
"892","Iran, Islamic Rep.",1966,6789938671.75094,7.075,66156,NA,NA,357.269,360.295,NA,1988701161.58577,NA
"893","Iceland",1966,628893310.399926,3.59,14,NA,NA,104.059,180.72,77.7,NA,NA
"894","Israel",1966,3.98e+09,3.802,59410,NA,NA,NA,NA,NA,NA,NA
"895","Italy",1966,73654870011.2757,2.58,-41084,NA,NA,98.102,177.704,20287,NA,NA
"896","Jamaica",1966,1096738065.2387,5.83,-30068,NA,NA,167.479,210.687,NA,278594428.111438,NA
"897","Jordan",1966,658078969.476337,8.091,41882,NA,NA,269.582,304.688,NA,NA,NA
"898","Japan",1966,105628070343.111,1.58,65702,1.29999995231628,NA,115.145,184.507,48908.33,NA,NA
"899","Kenya",1966,1164519673.19763,8.056,1625,NA,NA,310.94,366.555,NA,171359931.309686,NA
"900","Cambodia",1966,914285714.285714,5.769,-13906,NA,NA,383.449,470.697,NA,NA,NA
"901","St. Kitts and Nevis",1966,14469078.1796966,NA,-2596,NA,NA,NA,NA,NA,NA,NA
"902","Korea, Rep.",1966,3929018943.02351,4.81,-16700,NA,NA,236.222,374.919,NA,800840274.194737,NA
"903","Kuwait",1966,2391486978.43741,7.343,32383,NA,NA,168.124,220.952,NA,378045365.443853,NA
"904","Latin America & Caribbean (excluding high income)",1966,107721559393.626,5.70672695465706,-298630,NA,NA,234.791204712573,306.25706882523,NA,NA,NA
"905","Latin America & Caribbean",1966,131287803854.885,5.59669194293091,-375662,NA,NA,229.762957001619,303.326240314303,NA,NA,NA
"906","Sri Lanka",1966,1751470588.23529,4.884,-7899,NA,NA,188.989,263.792,NA,249369747.89916,NA
"907","Lower middle income",1966,121144770664.937,5.95686877647525,-625656,NA,NA,342.33431550993,378.01160065856,NA,NA,NA
"908","Low & middle income",1966,466943548202.922,5.79500297459638,-860301,NA,NA,297.204510260311,367.411687034743,NA,115454516340.15,NA
"909","Lesotho",1966,56698866.0226795,5.77,5459,NA,NA,274.391,457.968,NA,NA,NA
"910","Late-demographic dividend",1966,272622348432.474,5.34909001845403,-224221,NA,NA,243.406285734707,345.736466448574,NA,55077776741.3789,NA
"911","Luxembourg",1966,968440149.470951,2.34,2128,NA,NA,125.09,233.799,NA,NA,NA
"912","Morocco",1966,2876395613.08171,6.895,-28290,NA,NA,384.612,434.336,NA,336528030.826993,NA
"913","Madagascar",1966,900264583.697323,7.307,-972,NA,NA,407.797,443.675,NA,NA,NA
"914","Mexico",1966,2.432e+10,6.79,-96681,NA,NA,234.284,312.911,NA,4303248000,NA
"915","Middle income",1966,446882786925.116,5.73684835918434,-829136,NA,NA,290.906727961048,361.282845282274,NA,114131920870.946,NA
"916","Myanmar",1966,317816209.973753,5.956,15447,NA,NA,345.943,420.929,NA,NA,NA
"917","Middle East & North Africa (excluding high income)",1966,24818594423.9032,7.00226195848409,-95271,NA,NA,293.887254410722,368.154558852095,NA,NA,NA
"918","Mauritania",1966,266533659.152642,6.642,-477,NA,NA,349.869,386.185,NA,50628839.337329,NA
"919","Malawi",1966,260394792.104158,7.161,0,NA,NA,396.425,455.243,NA,NA,NA
"920","Malaysia",1966,3143538481.64119,5.627,-20869,NA,NA,255.661,304.319,NA,569057885.79642,NA
"921","North America",1966,876222557410.438,2.72363002710592,474299,NA,NA,126.533987766015,232.630389087424,NA,NA,NA
"922","New Caledonia",1966,164206536.282355,5.385,312,NA,NA,253.413,356.479,NA,NA,NA
"923","Niger",1966,702296184.361344,7.481,-2301,NA,NA,446.861,498.144,NA,NA,NA
"924","Nigeria",1966,6366792664.14672,6.386,7449,NA,NA,437.405,474.872,NA,NA,NA
"925","Nicaragua",1966,606671444,6.988,-3439,NA,NA,303.573,375.496,NA,NA,NA
"926","Netherlands",1966,22867203317.4022,2.9,10636,NA,NA,87.249,153.605,NA,NA,NA
"927","Norway",1966,8696460205.3397,2.9,-1247,NA,NA,77.744,148.616,1455,NA,NA
"928","Nepal",1966,906811943.824649,6.001,-3307,NA,NA,421.406,449.392,NA,NA,NA
"929","New Zealand",1966,5863733230.97616,3.41,9493,NA,NA,116.088,195.964,1015,NA,NA
"930","OECD members",1966,1722044691480.63,2.97183954313781,642957,NA,NA,127.004653561271,217.158051762714,NA,NA,NA
"931","Oman",1966,67768132.1758611,7.277,-2997,NA,NA,297.649,407.581,NA,NA,NA
"932","Pakistan",1966,6561108777.82444,6.8,-122151,NA,NA,327.691,292.284,NA,1156446871.06258,NA
"933","Panama",1966,928833000,5.649,-2500,NA,NA,195.716,231.093,NA,159574600,NA
"934","Peru",1966,6113607727.98507,6.68,-6843,NA,NA,230.034,251.931,NA,1752702324.51493,NA
"935","Philippines",1966,7189017887.69231,6.667,-250618,NA,NA,226.097,277.755,NA,NA,NA
"936","Papua New Guinea",1966,390973233.284802,6.232,-17455,NA,NA,343.553,452.295,NA,81308097.2113339,NA
"937","Pre-demographic dividend",1966,31745339261.7148,6.77026463678259,-48621,NA,NA,402.747219576186,464.249088316197,NA,NA,NA
"938","Puerto Rico",1966,3170500000,3.817,-23205,NA,NA,124.387,221.435,NA,7.47e+08,NA
"939","Portugal",1966,5135387845.97108,3.16,-126471,NA,NA,120.479,226.543,NA,NA,NA
"940","Paraguay",1966,465888888.888889,6.258,-13539,NA,NA,212.528,280.804,NA,72103174.6031746,NA
"941","Post-demographic dividend",1966,1675301352112.98,2.56389787487004,803701,NA,NA,117.124439766924,207.963528053382,NA,NA,NA
"942","French Polynesia",1966,215659453.337117,5.856,387,NA,NA,225.876,273.265,NA,NA,NA
"943","Rwanda",1966,124525702.857143,8.198,-1943,NA,NA,354.324,351.695,NA,12034285.7142857,NA
"944","South Asia",1966,62456590527.8447,6.04303190159547,-267236,NA,NA,381.457157853564,379.94354059912,NA,9986417126.98952,NA
"945","Sudan",1966,1.723e+09,6.902,2816,NA,NA,422.403,515.888,NA,NA,NA
"946","Senegal",1966,1246908373.75203,7.217,15854,NA,NA,403.404,428.604,NA,106286179.196055,NA
"947","Singapore",1966,1096432771.46217,4.46,-1517,NA,NA,153.205,236.341,NA,214066379.1977,NA
"948","Sierra Leone",1966,375479849.80806,6.345,-2911,NA,NA,377.68,451.465,NA,NA,NA
"949","El Salvador",1966,929520000,6.575,-11307,NA,NA,294.561,380.071,NA,139280000,NA
"950","Somalia",1966,257374455.753265,7.257,941,NA,NA,373.448,428.711,NA,NA,NA
"951","Sub-Saharan Africa (excluding high income)",1966,47256288248.8771,6.70682764022068,-33889,NA,NA,390.400765178467,455.302493154356,NA,NA,NA
"952","Sub-Saharan Africa",1966,47271082794.1531,6.70682764022068,-33803,NA,NA,390.383131968985,455.303259444578,NA,NA,NA
"953","Suriname",1966,190350000,6.182,1851,NA,NA,259.084,349.156,NA,NA,NA
"954","Sweden",1966,26971486546.2848,2.37,19267,NA,NA,84.087,138.838,3793,8592938709.74053,NA
"955","Eswatini",1966,76858462.8307434,6.815,-1558,NA,NA,365.251,430.12,NA,NA,NA
"956","Seychelles",1966,16443034.5611211,NA,86,NA,NA,291.955,459.483,NA,NA,NA
"957","Syrian Arab Republic",1966,1321204502.6178,7.554,-10245,NA,NA,254.588,289.637,NA,165538821.989529,NA
"958","Chad",1966,432794922.455607,6.362,-6296,NA,NA,415.67,510.874,NA,NA,NA
"959","East Asia & Pacific (IDA & IBRD countries)",1966,103921404921.3,6.20220322640288,-431693,NA,NA,291.416729618973,379.780403397743,NA,20318334238.8453,NA
"960","Togo",1966,216136263.912497,6.935,18418,NA,NA,361.568,410.654,NA,NA,NA
"961","Thailand",1966,5279230817.30769,6.108,8841,NA,NA,316.8,412.593,NA,979038461.538461,NA
"962","Latin America & the Caribbean (IDA & IBRD countries)",1966,122805003949.949,5.66120086155364,-304429,NA,NA,234.153807163557,308.901762023277,NA,NA,NA
"963","Middle East & North Africa (IDA & IBRD countries)",1966,24597064951.833,7.00226195848408,-47491,NA,NA,293.887254410722,368.154558852095,NA,NA,NA
"964","South Asia (IDA & IBRD)",1966,62456590527.8446,6.04303190159547,-267236,NA,NA,381.457157853564,379.94354059912,NA,9986417126.98952,NA
"965","Sub-Saharan Africa (IDA & IBRD countries)",1966,47271082794.1531,6.70682764022068,-33803,NA,NA,390.383131968985,455.303259444578,NA,NA,NA
"966","Trinidad and Tobago",1966,723735635.536371,4.292,-7838,NA,NA,219.975,286.692,NA,NA,NA
"967","Tunisia",1966,1040952380.95238,7.052,-27390,NA,NA,305.843,348.401,NA,249142857.142857,NA
"968","Turkiye",1966,1.41e+10,5.925,19371,NA,NA,165.797,282.421,NA,NA,NA
"969","Uganda",1966,925770308.123249,7.116,-3021,NA,NA,312.338,413.616,NA,107843137.254902,NA
"970","Upper middle income",1966,332800558219.268,5.53435219296969,-203480,NA,NA,245.210274371615,346.03728721417,NA,72034905102.4579,NA
"971","Uruguay",1966,1809183974.52669,2.819,-4604,NA,NA,127.304,222.925,NA,0,NA
"972","United States",1966,8.15e+11,2.721,337814,3.79999995231628,NA,128.744,236.639,75775.75,NA,NA
"973","St. Vincent and the Grenadines",1966,16099865.8344514,6.71,-1516,NA,NA,175.016,240.062,NA,NA,NA
"974","Venezuela, RB",1966,8781333333.33333,5.87,1099,NA,NA,214.719,297.835,NA,2049355555.55556,NA
"975","World",1966,2163899240322.1,4.9847647225869,0,NA,NA,252.152940637051,328.53539926566,NA,NA,NA
"976","South Africa",1966,14211394321.4111,5.907,75469,NA,NA,292.691,399.253,NA,3044998783.27939,NA
"977","Zambia",1966,1264285714.28571,7.304,-5502,NA,NA,307.5,347.858,NA,NA,NA
"978","Zimbabwe",1966,1281749500,7.24,-11667,NA,NA,282.92,352.191,NA,136418300,NA
"979","Africa Eastern and Southern",1967,33514906531.5053,6.81861204865555,4529,NA,NA,365.147960764994,443.320108345201,NA,NA,NA
"980","Afghanistan",1967,1673333417.77778,7.339,6824,NA,NA,508.496,559.967,NA,NA,NA
"981","Africa Western and Central",1967,14426038229.7748,6.58980593159602,9625,NA,NA,416.955118832684,484.570383174242,NA,NA,NA
"982","Argentina",1967,24256667553.2569,3.039,37727,NA,NA,148.307,264.912,NA,5146060702.23671,NA
"983","Australia",1967,30441258819.5767,2.848,81057,NA,NA,117.185,206.32,5022.656,9568820696.60656,NA
"984","Austria",1967,11579431668.9165,2.62,21563,NA,NA,108.785,202.645,3083,NA,NA
"985","Burundi",1967,178297142.857143,7.156,-9820,NA,NA,378.095,436.567,NA,12312000,NA
"986","Belgium",1967,19992040788.4593,2.41,17230,NA,NA,105.054,197.336,3710,NA,NA
"987","Benin",1967,306222000.407316,6.65,-4754,NA,NA,407.205,439.973,NA,NA,NA
"988","Burkina Faso",1967,450753993.176448,6.585,-26540,NA,NA,391.464,451.584,NA,NA,NA
"989","Bangladesh",1967,7253575399.3215,6.854,23163,NA,NA,321.015,279.232,NA,NA,NA
"990","Bahamas, The",1967,390196078.431373,4.368,3127,NA,NA,216.069,326.346,NA,NA,NA
"991","Belize",1967,47379310.3448276,6.358,164,NA,NA,195.354,254.723,NA,NA,NA
"992","Bermuda",1967,155102984.627334,NA,396,NA,NA,NA,NA,NA,NA,NA
"993","Bolivia",1967,755808080.808081,6.127,-4584,NA,NA,307.118,391.259,NA,NA,NA
"994","Brazil",1967,31086389194.961,5.368,-268,NA,NA,251.836,324.513,NA,NA,NA
"995","Brunei Darussalam",1967,139030445.576898,6.026,1702,NA,NA,272.204,258.342,NA,NA,NA
"996","Botswana",1967,58646443.5146444,6.678,-14700,NA,NA,303.778,418.742,NA,13179916.3179916,NA
"997","Central African Republic",1967,163820538.867947,6.015,485,NA,NA,415.145,474.595,NA,NA,NA
"998","Canada",1967,65668655501.1254,2.528,124220,NA,NA,103.892,193.039,7746.833,15881961721.4379,NA
"999","Switzerland",1967,17740013179.26,2.39,27789,NA,NA,85.962,166.421,NA,NA,NA
"1000","Chile",1967,7013196078.43137,4.144,-38972,NA,NA,193.811,303.249,NA,1037352168.64706,NA
"1001","China",1967,72881631326.6715,5.806,-37406,NA,NA,278.798,364.6,NA,13248138679.0154,NA
"1002","Cote d'Ivoire",1967,1082922892.15202,7.893,40132,NA,NA,399.801,427.462,NA,207722818.493753,NA
"1003","Cameroon",1967,936175404.642829,6.058,-163,NA,NA,362.092,406.136,NA,NA,NA
"1004","Congo, Dem. Rep.",1967,3384063371.75792,6.268,64307,NA,NA,402.927,451.187,NA,NA,NA
"1005","Congo, Rep.",1967,237397428.336429,6.29,0,NA,NA,308.492,426.651,NA,NA,NA
"1006","Colombia",1967,5825170438.48704,5.957,-58937,NA,NA,214.846,262.282,NA,898894993.347901,NA
"1007","Costa Rica",1967,699456618.867925,5.416,1560,NA,NA,168.616,212.911,NA,125886792.45283,NA
"1008","Caribbean small states",1967,3102515476.18752,5.2824950394456,-52546,NA,NA,200.285091527561,267.943275616231,NA,NA,NA
"1009","Denmark",1967,13059064374.6287,2.35,2561,NA,NA,102.468,156.998,2292,3227736273.4619,NA
"1010","Dominican Republic",1967,1034800000,6.755,-10991,NA,NA,241.657,321.949,NA,153600000,NA
"1011","Algeria",1967,3370843065.76735,7.667,-25103,NA,NA,430.434,470.6,NA,NA,NA
"1012","East Asia & Pacific (excluding high income)",1967,101006786524.953,5.78803672676522,-384327,NA,NA,279.32229251693,364.637172293592,NA,16675282080.8826,NA
"1013","Early-demographic dividend",1967,224033123597.849,6.06968755293717,-476112,NA,NA,328.836535835961,362.682224211329,NA,NA,NA
"1014","East Asia & Pacific",1967,273181770839.365,5.30057396509884,-244069,NA,NA,256.57995720011,342.515399620962,NA,82987867715.3461,NA
"1015","Europe & Central Asia",1967,796307885950.48,2.71722928681213,298119,NA,NA,115.569021156948,222.328191112538,NA,NA,NA
"1016","Ecuador",1967,2553596091.82258,6.436,-1116,NA,NA,253.738,305.379,NA,342216044.683179,NA
"1017","Egypt, Arab Rep.",1967,5605484298.98275,6.357,-30046,NA,NA,192.123,335.483,NA,793454223.794781,NA
"1018","Euro area",1967,483418609566.274,2.62063893276132,134203,NA,NA,101.745398759903,190.758316470435,NA,NA,NA
"1019","Spain",1967,31647119228.1982,2.94,-27597,NA,NA,98.012,167.034,12314,NA,NA
"1020","Finland",1967,9368954010.3132,2.32,-5024,NA,NA,103.969,257.265,2166,NA,NA
"1021","Fiji",1967,162625885.863484,5.238,-2636,NA,NA,239.127,320.979,NA,NA,NA
"1022","France",1967,118972977486.207,2.75,188179,NA,NA,105.465,213.778,20145,31601678145.172,NA
"1023","Gabon",1967,271543680.280699,4.919,0,NA,NA,314.615,370.602,NA,NA,NA
"1024","United Kingdom",1967,113116888210.787,2.68,-26277,NA,NA,104.594,176.861,25073,NA,NA
"1025","Ghana",1967,1746806039.48897,6.91,-35668,NA,NA,326.798,406.189,NA,153310104.529617,NA
"1026","Gambia, The",1967,46695363.1558873,6.206,2615,NA,NA,412.08,461.828,NA,NA,NA
"1027","Equatorial Guinea",1967,72317446.9327193,5.776,984,NA,NA,375.935,433.381,NA,NA,NA
